"Readout","increase","decrease","convex","concave","sample_id","sample_name","botanical_group","botanical_form","supplier","sample_lot","stock_form","stock_solution_mg/ml"
"rt-viability-hepg2-glo-p1_16h",0.0281510260855998,0.951102154055002,0.951102154055002,0.619272726527359,"NCGC00372680-01","Milk Thistle Extract (lot 118 is)","Milk Thistle","extract","Taos Herb Company","118 is","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",0.0203952322624468,1,1,1,"NCGC00372680-01","Milk Thistle Extract (lot 118 is)","Milk Thistle","extract","Taos Herb Company","118 is","mg/ml",10
"rt-viability-hepg2-glo-p1_32h",0.330746815228136,1,1,1,"NCGC00372680-01","Milk Thistle Extract (lot 118 is)","Milk Thistle","extract","Taos Herb Company","118 is","mg/ml",10
"rt-viability-hepg2-glo-p1_40h",0.586184168129709,1,0.830674203066021,1,"NCGC00372680-01","Milk Thistle Extract (lot 118 is)","Milk Thistle","extract","Taos Herb Company","118 is","mg/ml",10
"rt-viability-hepg2-glo-p1_8h",0.343840193844876,1,1,0.351713920085655,"NCGC00372680-01","Milk Thistle Extract (lot 118 is)","Milk Thistle","extract","Taos Herb Company","118 is","mg/ml",10
"ahr-p1_luc",0.0371184637873725,1,0.0082597785024251,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"ahr-p1_via",1,0.127895865488586,1,0.127496483123398,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",0.137435991018499,1,1,0.115561835059303,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",0.531994953004164,0.890043749106906,0.890043749106906,0.0322137657725822,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",1,0.102257008572318,1,0.0624315156512468,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",1,0.60664696322177,1,0.0975770829988076,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"are-bla-p1_ch1",1,0.204381575983863,1,0.00259412949400682,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"are-bla-p1_ch2",0.0110106827717329,1,1,0.963300236871492,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"are-bla-p1_ratio",0.0524049479562101,1,0.086526257981171,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"are-bla-p1_via",1,0.818144962921463,0.818144962921463,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"aromatase-er-agonist-p1_luc",0.166131671778165,1,0.769860660383554,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"aromatase-er-agonist-p1_via",1,0.206637465414487,1,0.0102850943372402,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"aromatase-er-antagonist-p1_luc",1,0.020424722846536,1,0.0098828673745868,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"aromatase-er-antagonist-p1_via",1,0.225980040486703,1,0.00833921739478805,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"aromatase-er-aromatase-p1_luc",1,0.0371951963838722,1,0.00304705480197225,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"aromatase-er-aromatase-p1_via",1,0.208688034780845,1,0.0049596471379072,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"elg1-luc-agonist-p1_luc",1,1,0.759269203825009,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"elg1-luc-agonist-p1_via",1,0.0663048466276623,1,0.0192161256888029,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.00846783447156691,1,0.119191883639188,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",1,0.390335513592168,1,0.104498979256918,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.982581582047505,0.92825789214366,0.982581582047505,0.263309719586027,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",1,0.340718404223691,1,0.0762088856076884,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"hse-bla-p1_ch1",1,0.762725383401535,1,0.187527351661062,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"hse-bla-p1_ch2",1,0.212033706311418,1,0.0199064298300339,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"hse-bla-p1_ratio",1,1,0.436485589866483,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"hse-bla-p1_via",1,1,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"mmp-p1_ch1",0.000320227463788575,1,0.0758241252951172,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"mmp-p1_ch2",1,0.0469128356623634,1,0.306061190586588,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"mmp-p1_ratio",1,0.0358045582802172,1,0.374605850879744,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"mmp-p1_via",1,0.608779087573894,1,0.210491854558575,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"p53-bla-p1_ch1",1,0.0531460606560891,1,0.0531460606560891,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"p53-bla-p1_ch2",0.57719987402685,1,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"p53-bla-p1_ratio",0.0126176336996377,1,0.0133369590452859,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"p53-bla-p1_via",1,0.481911722418639,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-agonist-p1_ch1",1,0.116862302020163,1,0.0596479264756763,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.00886967215597241,1,0.119930618279181,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.0278804004970957,1,0.0345473961269079,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-agonist-p1_via",0.165163040875175,1,0.219830903170352,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-antagonist-p1_ch1",1,1,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-antagonist-p1_ch2",1,1,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-antagonist-p1_ratio",1,1,1,0.392287731353963,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"pparg-bla-antagonist-p1_via",0.105938550710116,1,0.182408129302096,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-flor-p1_0h",0.319140493331277,1,1,0.508552810848766,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-flor-p1_16h",0.684796593900461,1,0.915581836724818,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-flor-p1_24h",0.86400157181374,1,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-flor-p1_32h",0.848801360991864,1,1,0.848801360991864,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-flor-p1_40h",0.515087603259841,1,1,0.992029958580866,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-flor-p1_8h",0.578004787947633,1,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-glo-p1_0h",1,0.195746337787246,1,0.159248378665184,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-glo-p1_16h",1,0.0327162351541197,1,0.00163386939077847,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-glo-p1_24h",1,0.0175008725883711,1,0.000771980116696946,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-glo-p1_32h",1,0.0177256753605486,1,0.000458220614501463,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-glo-p1_40h",1,0.0137013465302952,1,0.000391151242402937,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hek293-glo-p1_8h",1,0.0437020882054892,1,0.00107723437124946,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",0.156660395060142,1,1,0.156660395060142,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",0.401608551545043,1,0.993559528648066,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",0.213291189415558,1,0.628533932067672,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-flor-p1_32h",0.120850228752491,1,0.300647299953875,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-flor-p1_40h",0.0370493017104998,1,0.12114893091957,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-flor-p1_8h",0.857581180241769,1,1,1,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-glo-p1_0h",1,0.0108700041838471,1,0.00121851027607641,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-glo-p1_16h",1,0.0331018118545889,1,0.00231380847222681,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",1,0.0145504308151021,1,0,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-glo-p1_32h",1,0.0072962000592831,1,0.00617867892744181,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-glo-p1_40h",1,0.149623378628308,1,0.0123031934685865,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"rt-viability-hepg2-glo-p1_8h",1,0.0575787572385884,1,0.00744687658457373,"NCGC00372682-01","Kaempferol (lot 142445)","Ginkgo Biloba","constituent","Sigma-Aldrich","142445","mg/ml",10
"ahr-p1_luc",0.143896912481908,1,0.0599906913432308,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"ahr-p1_via",1,0.206470475575565,1,0.00108940590538761,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"ar-mda-kb2-luc-agonist-p1_luc",0.0983872891994125,1,1,0.114451446824129,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"ar-mda-kb2-luc-agonist-p1_via",0.104492030241574,1,1,0.0620088935523208,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"ar-mda-kb2-luc-antagonist-p1_luc",0.271521590591308,1,1,0.488753388628856,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"ar-mda-kb2-luc-antagonist-p1_via",0.814811612489265,0.814811612489265,0.814811612489265,0.22854460448333,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"are-bla-p1_ch1",0.0790268601911632,1,1,0.0285720300724316,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"are-bla-p1_ch2",0.017164755767106,1,1,0.422370604951023,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"are-bla-p1_ratio",0.914145357082398,1,0.914145357082398,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"are-bla-p1_via",1,0.331756862774369,1,0.331756862774369,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"aromatase-er-agonist-p1_luc",0.911425676478382,1,1,0.401340017992897,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"aromatase-er-agonist-p1_via",1,0.388026225804371,1,0.0255518400497099,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"aromatase-er-antagonist-p1_luc",0.700479844414317,1,1,0.403118223109864,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"aromatase-er-antagonist-p1_via",1,0.495510957902379,1,0.0299628614291969,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"aromatase-er-aromatase-p1_luc",1,1,1,0.10105163554925,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"aromatase-er-aromatase-p1_via",1,0.386646247346703,1,0.0475244777244159,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"elg1-luc-agonist-p1_luc",0.175170879797836,1,1,0.467899428651839,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"elg1-luc-agonist-p1_via",1,0.0666982743474321,1,0.0149416578274891,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"er-luc-bg1-4e2-agonist-p1_luc",1,0.251010525419617,1,0.121844603323381,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"er-luc-bg1-4e2-agonist-p1_via",0.727302099084172,0.827661654287326,0.827661654287326,0.0999021050563529,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"er-luc-bg1-4e2-antagonist-p1_luc",1,0.243340711422071,1,0.118322138386245,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"er-luc-bg1-4e2-antagonist-p1_via",0.955668342302336,0.955668342302336,0.955668342302336,0.480124742038152,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"hse-bla-p1_ch1",0.451205419221391,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"hse-bla-p1_ch2",0.126815409221134,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"hse-bla-p1_ratio",1,0.68706032769706,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"hse-bla-p1_via",1,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"mmp-p1_ch1",0.0151535778119875,1,0.13333835245651,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"mmp-p1_ch2",1,0.0499730944468781,1,0.000395339979388412,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"mmp-p1_ratio",1,0.00426490389037229,1,0.000635403763260655,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"mmp-p1_via",1,0.437627950350448,1,0.0699554683346842,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"p53-bla-p1_ch1",0.0637624947924566,1,0.0644773379485571,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"p53-bla-p1_ch2",1,0.270115819405217,0.452785168605769,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"p53-bla-p1_ratio",0.908571586530266,0.0898831504870644,0.908571586530266,0.524889127741482,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"p53-bla-p1_via",1,0.133244751280836,1,0.556209502787106,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-agonist-p1_ch1",1,0.437277975240462,0.119632008995873,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-agonist-p1_ch2",0.287619673959143,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-agonist-p1_ratio",0.513597366960793,1,1,0.513597366960793,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-agonist-p1_via",1,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-antagonist-p1_ch1",0.262855479978026,1,0.0415725787262159,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-antagonist-p1_ch2",1,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-antagonist-p1_ratio",1,0.69374047250927,1,0.135315733983815,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"pparg-bla-antagonist-p1_via",0.945569859280282,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-flor-p1_0h",0.33197859655988,1,1,0.0826426883266681,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-flor-p1_16h",0.825867432845018,0.671086664293384,0.749952316239413,0.825540216084763,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-flor-p1_24h",0.989776398224497,0.53066910663006,0.989776398224497,0.769377868009974,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-flor-p1_32h",1,0.447338636583256,1,0.463326437557327,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-flor-p1_40h",1,0.54825785183116,1,0.54825785183116,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-flor-p1_8h",0.998891451221961,0.672514820255485,0.998891451221961,0.0436216135828787,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-glo-p1_0h",1,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-glo-p1_16h",1,0.0672932667990936,1,0.0130335735856077,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-glo-p1_24h",1,0.0288807415359142,1,0.0128068742143661,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-glo-p1_32h",1,0.0320967189127337,1,0.0155224717088216,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-glo-p1_40h",1,0.0180241088210593,1,0.00993371621562071,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hek293-glo-p1_8h",1,0.0948797449365293,1,0.0197473052691165,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-flor-p1_0h",1,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-flor-p1_16h",1,1,1,0.827773177765062,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-flor-p1_24h",1,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-flor-p1_32h",0.609520103350461,1,1,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-flor-p1_40h",0.0900826204274158,1,0.441399172409801,1,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-flor-p1_8h",1,1,1,0.50377447466237,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-glo-p1_0h",1,0.0276860780791348,1,0.00306767837226819,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-glo-p1_16h",1,0.046809197304062,1,0.0061676300235788,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-glo-p1_24h",1,0.0356540148870505,1,0.0098801652538238,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-glo-p1_32h",1,0.0524396968400649,1,0.0515048608625373,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-glo-p1_40h",1,0.32913141357554,1,0.0335734805569301,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"rt-viability-hepg2-glo-p1_8h",1,0.0578449681010616,1,0.00278245296283128,"NCGC00372683-01","Silybin (lot 044K0845)","Milk Thistle","constituent","Sigma-Aldrich","044K0845","mM",9.75
"ahr-p1_luc",1,1,1,0.555321945905067,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"ahr-p1_via",0.0936700842186286,1,1,0.00500980663277909,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
